rel_enh,backend,preset,rel_prep,sr_in,sr_out,dur_in_s,dur_out_s,peak_in_dbfs,peak_out_dbfs,delta_peak_db,rms_in_dbfs,rms_out_dbfs,delta_rms_db,clip_in_pct,clip_out_pct,delta_clip_pct,crest_in,crest_out,delta_crest,flat_in,flat_out,delta_flat,centroid_in_hz,centroid_out_hz,delta_centroid_hz,lufs_in,lufs_out,delta_lufs,srmr_in,srmr_out,delta_srmr,error,vad_speech_ratio_in,vad_speech_ratio_out,delta_vad_speech_ratio,vad_seg_count_in,vad_seg_count_out,delta_vad_seg_count,vad_seg_mean_dur_in_s,vad_seg_mean_dur_out_s,delta_vad_seg_mean_dur_s,speech_level_in_dbfs,speech_level_out_dbfs,delta_speech_level_db,nonspeech_level_in_dbfs,nonspeech_level_out_dbfs,delta_nonspeech_level_db,speech_nonspeech_snr_in_db,speech_nonspeech_snr_out_db,delta_speech_nonspeech_snr_db,emb_temporal_smoothness_in,emb_temporal_smoothness_out,delta_emb_temporal_smoothness,num_clusters_in,num_clusters_out,silhouette_in,silhouette_out,db_index_in,db_index_out,calinski_harabasz_in,calinski_harabasz_out,between_cluster_min_cos_in,between_cluster_min_cos_out,cluster_size_cv_in,cluster_size_cv_out,rtf_out,dnsmos_sig_out,dnsmos_bak_out,dnsmos_ovrl_out
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/9ecfcb28b7f4114c15be6ecb4e3cc92a3f1d447a8c7bf46a75d519113583eaf3__250805_1417.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 7243047 but corresponding boolean dimension is 7242102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/a1c13511c80de1f73d24c0ca08aa0d91f996f83f8807d0c0f632690f6fa18b6f__250714_1634.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 1175040 but corresponding boolean dimension is 1174824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/a7d56e4890a6cc957eb136ba881bebe96ade25bdffd8f9f1dae6dde525890b98__250820_1932.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 3837051 but corresponding boolean dimension is 3836700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/ae10cc9c1980c0909042445a9505c4646571ccfd6dd4b2b9266b1d157d7a9016__250728_0928.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 6382629 but corresponding boolean dimension is 6382152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/aff8ee3f05ba1de54c72dcd32caf0e47eef5033e08ba2d5322998d8017360fff__250820_2000.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 5251050 but corresponding boolean dimension is 5250987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/b3b72dfcdbd8b6e43d79df299839965c02944e733ab5c0e65812ac7d6c454d4b__250820_1543.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 1286559 but corresponding boolean dimension is 1285956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enh/deepfilternet/medium/data/raw/2025/09/08/b675bdc693ef39b0d7dde73901250f95b12aee2e6b2491ef0c3fe11989caf4ff__250820_1957.wav,deepfilternet,medium,prep/data/raw/2025/09/08/b675bdc693ef39b0d7dde73901250f95b12aee2e6b2491ef0c3fe11989caf4ff__250820_1957.wav,44100,44100,125.01,125.01,-1.0,-1.182,-0.182,-20.491,-20.621,-0.13,0.0,0.0,0.0,9.43094,9.37406,-0.05688,0.001338,0.004576,0.003238,839.717,927.152,87.435,-19.158,-19.255,-0.097,9.013253,9.401967,0.388714,,0.845692,0.832733,-0.012959,90,89,-1.0,1.174667,1.169663,-0.005004,-19.765,-19.827,-0.062,-47.056,-47.443,-0.387,27.292,27.616,0.324,0.708251,0.677427,-0.030824,28,29,0.129644,0.083868,1.702939,1.535756,4.804014,4.572658,0.250481,0.198489,1.27985,1.525323,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/bacee44590f4f10dcbf347c6f8033cb9e693ae282d2da6a9f03a19916ed9b755__250805_1403.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 3681792 but corresponding boolean dimension is 3680586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/bc1c812f58d7a8814ab2cfa4d81d5ba6d0a3ece42c884e11822ecb9479a71a7d__250805_1401.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 3628530 but corresponding boolean dimension is 3627666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/c352a5b75b40511bbbd6e6397cd488d411ce7fb4d47b6ccafe0a64cf20cfc4cf__250820_1544_01.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 8551971 but corresponding boolean dimension is 8551872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/c3a3d60ba26fb94257a6f975143b6877602ca8a73186b4c2eada7301c86b4dd9__250820_2002.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 4050432 but corresponding boolean dimension is 4049703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/c478f28aac2b1ddb78e25aa04116d86cdce826dd4c07b70e482313268f75fa6a__250714_1634_01.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 3692160 but corresponding boolean dimension is 3691170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/c68976736d2e914f499af55bdd1d3ccece530051225422c30ba9044585a1aff9__250820_1541.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 911232 but corresponding boolean dimension is 910224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/c82dcad81d1d2580cb7c0bc3dced4fad16093990997dda3c443c76f9b231c19a__250714_1630.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 2359296 but corresponding boolean dimension is 2358909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/df5c7a3423dd07c7c527615359dcf78149587b1be39ec227e9a058012ed33c35__250714_1629.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 406656 but corresponding boolean dimension is 406161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/e7cf2e4a32d69175644e4e4cc81312bed19479683da713810de4c746ef135373__250728_0917.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 5121792 but corresponding boolean dimension is 5121333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/deepfilternet/medium/data/raw/2025/09/08/f7fd19d194b94c26b87b4d2dccbedd556d19897f4c87879df8a7070d790e4b2a__250820_1540_01.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 1226313 but corresponding boolean dimension is 1225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/072ff6bbce11674348eacd0547b155a5699af26be74472800e3e79bf4c8708fe__250805_1410.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 3109248 but corresponding boolean dimension is 3109050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/115ad6db883bea6a592e6e16b74fd05f9761d2a212181ad691ea50e1da168896__250820_1542_01.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 1940256 but corresponding boolean dimension is 1939518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/12084eba1a10ed7454625cd2739c2de098eb3f9270247626e60000aa72c44a2c__250820_1933.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 2959344 but corresponding boolean dimension is 2958228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/138515212831618930e641ff8b2effdc07997d1e4995e330554f72d0d472924b__250820_1548.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 4021371 but corresponding boolean dimension is 4020597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/1469c6d5be16c5794f75f8b5ee50074b4d498b34ee9f4a15e52634057e13e3cb__250728_0911.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 7195599 but corresponding boolean dimension is 7194474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/16543449086b8cb78ed5bafebbec6a5cf54c0ce74d1702b6eb3be91fade9a8d5__250728_0924.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 5795703 but corresponding boolean dimension is 5794740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/166ef3101465e2cc2ba05cae7010abdfa2d78de9525bb90b17889011a8cb25d5__250728_0938.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 5745024 but corresponding boolean dimension is 5744466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/190b5750faeba13be9107a4b7d790a839b2cf992fd2aeb01be729c76e81bbf57__250728_0919.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 4189824 but corresponding boolean dimension is 4188618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/2279f1beb83a110a79e6272148ef3502ef281d8bed794468b2e2d64bff2d176b__250820_1541_01.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 478413 but corresponding boolean dimension is 477603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/26b514c690c6e87e899308505339df2ae59dd593e0286d7b705fc9daca9767a5__250805_1413.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 10520064 but corresponding boolean dimension is 10519173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/26edbef0a328e3db3a12ecc3df4a6e3ff02fb471aeaadcf56a73dca729b819ef__250714_1632.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 1440000 but corresponding boolean dimension is 1439424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/2976162caa47ccbf60474e2881d5b637ecc0ff1f16a2464e813139a3f0402f95__250728_0930.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 4308480 but corresponding boolean dimension is 4307688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/29e7742142413441df77a420567b653c481f96e2a7c799b7764cf34da62a3a2f__250822_1320.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 2160000 but corresponding boolean dimension is 2159136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/2b433ba18758689f072fb4243cafcee5c6e631f8a057c64476aefc0acecf0f8a__250805_1406.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 4484736 but corresponding boolean dimension is 4483647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/2e0e1fdf187de03e3aabefd202f827dc878723373a15104cf2c707fa16faf3f7__250805_1407.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 2050560 but corresponding boolean dimension is 2049327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/3093e92265c9c5f99aa937e8e172f229d645c855a9308077d196ff6df6d086ea__250820_1539.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 690048 but corresponding boolean dimension is 689283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/3397998d845e67f7f99bc80c67a2868f0a78380a57680a92061633d93f7f4882__250728_0937.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 1819044 but corresponding boolean dimension is 1817802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/38a64b4c6678ed9752dcb13ddced294d1e4c7a76628d604dbee194e3efb40e29__250728_0906.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 5314086 but corresponding boolean dimension is 5313168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/3a4024ddabde86625bde8f22a7edd29412602a5767ef7f57bc9ba28a48ba5059__250805_1411.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 4590072 but corresponding boolean dimension is 4589487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/40723dc623cfd3d4a9963cb1819a647591d9fdfc86f88867774fce4acb956e2e__250728_0940.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 3936762 but corresponding boolean dimension is 3935925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/428b1ef5c92dd7ecdc7c54107ecf2e046ef42251610c0ba12244412fa65b4205__250820_2009.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 8096247 but corresponding boolean dimension is 8095437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/436386caea78dd252ff03f21db77ed3ad4d9264f6683832fd9b6a69480154deb__250820_1955.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 5874282 but corresponding boolean dimension is 5874120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/448e406125cff7c673d260f7a18982fb51445dd29b670a6c4e8c31e2e826ff45__250728_0942.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 3326976 but corresponding boolean dimension is 3326022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/4ef2d5461face4166f7b4fb9c086055f5254a93460e5c87b5d4994d0680664fd__250714_1632_01.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 3489408 but corresponding boolean dimension is 3488751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/52701f4fa2514351bde702af10f7d8b4f8ea12bae519d4cdbbf9b18df92e3c2b__250820_1952.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 7595136 but corresponding boolean dimension is 7594020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/5722f1647c30d67d5f7c6bbe9221f671fd0f12ca0ae75bc4ef99a2158d29a1d0__250820_1540.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 1022373 but corresponding boolean dimension is 1021356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/5c2ad6043a903ee4989b70da850e6de75204c1c2c1e9ab9d595f812f2779a95f__250728_0914.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 7868025 but corresponding boolean dimension is 7867881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/5d4c7742b30af62c91777f92bdbaa267d5e4650e3c60e0833b39d81f5a16a679__250820_1542.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 334755 but corresponding boolean dimension is 334719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/68d77e1211ad8d7de70bb869c49a8e561b7ce00c6ee23a5d5fff8c6175c125f6__250728_0908.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 5839605 but corresponding boolean dimension is 5838399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/7f72f6b93587d0ac73afa53fbd3fa8fbe3bdd720bab212cea69ef568b6aff45a__250714_1636.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 2825595 but corresponding boolean dimension is 2824605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/82e73a5bbebf08a111d71f3f8530350306a39f2177e2487b63644e2fe727e648__250728_0922.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 5005692 but corresponding boolean dimension is 5004909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/861f81ada6fdb0ab6e56ba910b291eb680ddda84209778cc755e4edd8414bb30__250816_1803.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 512640 but corresponding boolean dimension is 512001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/8682186d89e962ebcf0c268dc7e536a2b4dbedbff360d05b8addcdd71352ab55__250728_0935.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 5816268 but corresponding boolean dimension is 5815908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/87d3da66f260427a0d414d286512861614b0632e326f85037883f27f00b1c3b7__250820_1543_01.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 845568 but corresponding boolean dimension is 845397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/903172ffbbfb9d2ff7f7232c7e3467a7e190ddb09cc22eb64351081091dc1e23__250820_1600.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 3566277 but corresponding boolean dimension is 3565485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/93af91b2d487987837193951901b7bc2a92cd56a70972e922b34dd7a7e2f8914__250820_1544.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 1365057 but corresponding boolean dimension is 1364013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/93b95afc1cba4e79bb098d28307af4bb581a427c2733bb91de4c337c06b93d2a__250805_1359.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 4869405 but corresponding boolean dimension is 4868640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mnt/dccnas/archive/caspillaga/hugoz/Audio_procesing/dataset-audio-raw/enh/metricgan/medium/data/raw/2025/09/08/997ef4d89f963fca36b010dbb74d67309bed3b8e4c9765026fe21f1bf97d5eec__250805_1408.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndexError: boolean index did not match indexed array along dimension 0; dimension is 3631104 but corresponding boolean dimension is 3630312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
